 519.0116 1317.2137 no
  525.756 1318.8616 no
  531.374 1438.9213 no
 544.3842 1421.5929 no
 547.7628 1553.9742 no
 552.2273 1282.4467 no
 557.2496 1669.3572 no
  557.571 1501.6261 no
 565.1385 1878.1285 no
 597.0223 1971.4641 nono
 616.0748   2518.79 no
 624.6089 2530.2043 no
 633.9427 2514.5146 no
 637.2189 2482.4197 no
 637.3809 1202.3271 no
 662.8843 2782.1904 no
 664.9996 3041.4434 no
 668.6375 2956.3408 no
 669.1453 2967.8096 no
 670.5778 3006.8093 no
 677.4999   3141.78 no
 692.8127 3288.5125 no
 698.6757 3363.4548 no
 700.3679 3449.6631 no
  702.459 3408.9612 no
 716.5886 1177.6576 no
 727.9545  3505.374 no
 732.7408 2958.1824 no
 736.3959 3949.3137 no
  751.003  2999.374 no
 752.1208 4081.1719 no
 752.6509 4034.9902 no
 770.2924 4056.3259 no
 780.5877 4330.9678 no
 784.3335 4401.7695 no
 809.5509 4813.4585 no
 819.0618 4931.9678 no
 821.3283 4879.8086 no
  822.692 4750.9727 no
 825.4624 4840.9595 no
 827.8032 4953.7222 no
  828.419  4770.085 no
  837.603 4990.8955 no
 858.1498 5306.3022 no
 867.5164   5586.52 no
 868.2625 5240.9526 no
 870.8283 5573.8345 no
 872.2264 5562.7739 no
 875.3455  5327.937 no
 879.4749 1163.4244 no
 884.1795 5612.2041 no
 903.6633 5807.0757 no
 916.2266 6013.5645 no
 924.5038 6036.5913 no
 929.8998 6081.0049 no
 935.8871 6166.3335 no
 939.1107 6499.6787 no
 941.9641  6535.437 no
 944.1397  6491.041 no
 948.1848 6600.7163 no
 962.6305 6765.2109 no
 962.6307 6667.9321 no
 964.8697 6683.5703 no
 988.7274 6778.5278 nno
1000.3712 6995.1616 no
1021.5389 7461.0898 no
1041.6429 7621.7075 no
1044.7722 7877.1943 no
1057.7216 7838.1816 no
 1058.635 7874.5879 no
1062.1702 7907.6104 no
1071.1078 8013.8765 no
 1080.285 1150.2441 no
1086.4244  1148.526 no
 1114.613 8082.1133 no
1146.5295 1131.9448 no
1147.5765 1772.8751 no
1176.5283 8098.8228 no
1213.5363 8130.4844 no
 1218.573 1128.8822 no
 1228.578 8115.0771 no
1268.5996 5229.0132 50
1310.7457 6566.3345 70
1341.9946 8130.4839 no
1467.8254 8107.9248 no
1487.8442 8107.1313 no
1491.8646 2749.6794 wide and blended
1507.6864 8113.5488 no
1526.5057 7611.7905 no
1559.9487 5989.5278 ok
1583.0249 8089.9761 no
1592.3073 3517.7134 60
1607.0127 8093.2896 no
1646.4714 1083.6206 no
1822.4868 5819.8618 90
1875.0142 1045.7087 no
1891.5364 8048.3003 no
1908.7455 6828.5513 ok
1929.6373 8033.7061 no
1971.7236 4023.8645 no
1978.3402 8046.9902 no
2038.7308 7012.3135 irr
2134.1997 7997.4404 no
2283.1851 5724.7441 ok
2303.1208  967.6254 no
2314.4778 7983.0356 no
2340.9053 3177.4263 no
2471.2151  954.3274 no
2492.5583 7950.7871 no
2502.8372 7957.0566 no
2579.1301   935.798 no
2594.8904 7954.0127 no
2641.3591 7942.1479 no
2659.1997  929.8111 no
2691.2988 5873.0269 maybe spiral with small i
2803.2002 7910.0059 no
2911.0354 6265.5649 no
2945.6938 2354.3611 ok with irr shape
 2946.158 1839.3616 ok blended
2954.8508  896.3274 no
2969.0486 2781.5818 no
2977.7205 7881.3672 no
2986.7285 4290.1406 maybe small i
3011.5359 7878.6182 no
3059.7542 7875.4058 no
3104.1353 7870.9062 no
 3147.686 1854.3856 look again
3164.0088  863.4991 no
3189.2122 3559.2361 no
3234.0977 4734.3281 ok
3345.2007  834.2974 no
3369.9385 1292.9398 ok
3374.0388 3551.8853 maybe ok
 3386.856 7819.6279 no
3415.2324  833.3403 no
3460.5381  816.9406 no
3464.1895 7819.3706 no
3507.7507 7811.4639 no
3514.7988 2898.9751 tiny
3562.2568 7794.9937 no
3596.7166  806.6227 no
 3631.488 7784.5435 no
3633.1755  813.2388 no
3636.3262  801.7138 no
 3651.563 5344.7173 no
3697.0649 3162.3662 80
3744.0605  7761.481 no
3744.2297 7107.8481 10
3751.3433 2801.4866 no
3833.7197 5450.6367 80
3872.4512 4052.7998 30
3893.6016 7738.4385 no
3955.5039 7740.9404 no
4012.3296 7711.3506 no
4017.0352 7722.3066 no
4105.1821 7716.7886 no
4107.5156 3168.0696 no
 4122.873 3107.0247 no
4123.8433 7710.2241 no
4179.3164 4335.5488 no
4222.4365 7696.7158 no
4234.3315 2820.6499 70 unusual shape
4241.2739 4283.3242 no
4254.1567 4297.1821 no
4316.0186 4112.9688 small and irr
4388.9229 6090.5298 no
4392.7012 3602.6372 no
 4404.252 6358.0195 70
 4409.832 7670.4185 no
4423.9771 5685.6528 no
4458.7393 7643.8174 no
4503.6899  703.6994 no
4528.6758 6256.7681 small skewed
 4563.311  675.8539 no
4573.9863 2983.5032 60 faint
 4589.144 6315.0088 ok blended
 4617.895  664.4382 no
4624.9067 6294.6689 part of 6989
4653.0215 7609.1304 no
 4668.293 3398.6636 no
4684.7148  660.9276 no
4708.7114 7217.8662 no
4709.0425 7602.0039 no
4751.7524  658.7805 no
4788.8462 7593.6089 no
4833.5586 7572.9487 no
4863.8237  633.9182 no
4882.8862 7586.5669 no
 4939.209 2764.9937 ok tiny
4957.4702 7559.2407 no
5010.6567 7576.0815 no
5010.9858   624.098 no
5020.0327  624.7184 no
5062.9019  623.2499 no
5085.0562  7545.937 no
5095.1294 5613.8057 no
5097.3311  4390.063 10
5106.9561 7553.3926 no
5115.7749 7558.0093 no
5153.6611 7526.2212 no
5230.8926 7533.7539 no
5319.8643 7527.7944 no
5424.0767 2417.0608 70 SN
5460.9131 7298.3252 ok faint
5522.7329 3088.2046 no
5532.4609 3753.9795 no
5557.1333 3750.6389 no
5565.9185 7481.3545 no
5611.9111 2824.6375 60 faint blended
5616.7295 7469.2896 no
5628.8481  7461.876 no
5636.1357 7459.1567 no
5676.4707 5421.9272 no
5689.3306 7145.2559 ok
5780.0913 3726.8005 no
5827.4194  514.9371 no
5899.2432 3875.6326 90 blended
5926.8262 7432.0586 no
5978.6816 2391.1902 no
5980.2588 3937.7129 ok irr
5986.9922  485.9338 no
6037.8252  5652.189 ok blended
6062.9736  866.8459 80 faint
6129.4883 7394.6221 no
6139.9639 4011.7729 no
6154.1572  468.9072 no
6162.7104 4228.5625 no
  6181.75 7358.9614 no
6250.6768 7344.4092 no
6275.3066  7367.189 no
6377.6655 2996.5032 no
 6402.999 7352.1216 no
6429.4385 7333.8438 no
  6435.96 3656.7634 no
 6443.125 1698.7445 20 irr
6464.0991  429.6589 no
6609.3418 2972.4653 no
6650.4985  406.1751 no
6658.0464  387.8444 no
6665.1377 3632.2776 no
6674.8467   3447.27 no
6686.5117 7276.4883 no
6725.8345 5069.4316 no
6815.5186 7269.2427 no
6821.0952  5668.457 ok faint
6928.5254 7262.4238 no
6967.2251  344.3969 no
7028.3486  359.1313 no
7091.9097 5544.9673 ok
7105.6401 1402.4397 ok
7154.9741  321.1992 no
7175.0977 2087.2676 ok tiny
7180.4414  331.2179 no
7205.8721 6173.8438 90 faint
7206.9434 3747.5662 ok
7223.2793  309.1374 no
7276.7017 2427.7786 ok
7296.3955  315.3315 no
7320.8042 1331.8563 no
7427.4766 7177.3203 no
7437.4849 7156.5039 no
 7479.772   322.235 no
7515.2739  2185.313 80 small faint
7522.1226 5284.3291 no
 7542.521  292.2036 no
7592.7954  7143.104 no
7640.2246 6792.0615 20 bright core
7665.1226 7115.7607 no
7665.6885  358.9566 no
7681.0571  426.9986 no
7688.8726  350.6163 no
7692.3257  481.0426 no
7709.4941  543.0953 no
 7719.123 1022.7314 no
 7724.084  843.6279 no
7728.2666 1225.9263 no
7730.5405  841.2281 no
7732.4419  898.2466 no
7739.3994 1184.2828 no
7761.1465 7031.6431 no
7763.3989 1395.4187 no
7765.9482 1608.6919 no
7766.4214 1544.3561 no
7774.5034 3974.9302 no
7775.2417 4046.1714 no
7788.1064 1970.6619 no
7799.7783 2061.5229 no
 7805.104 2861.3003 no
7812.6821 2300.3396 no
7813.4731 2639.6724 no
7819.3071  2621.676 no
7823.4126 2350.9299 no
7829.6689 2588.0906 no
7834.4756 2785.1255 no
7836.4365 3007.9541 no
 7836.978 2701.9824 no
 7841.626  2895.425 no
7845.5635 2733.5046 no
